d
"(:Document {NumberWords: 280, Identifier: bg_CURLICAT_bg-bnc-01351, PublicationDate: N/A, NumberTokens: 313, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS, NumberParagraphs: 7, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: N/A, NumberSentences: 14, URL: http//setimes.com/})"
"(:Document {NumberWords: 86, Identifier: bg_CURLICAT_bg-bnc-2002102909132, PublicationDate: 2002-10-29, NumberTokens: 99, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|FINANCE|BUSINESS AND COMPETITION, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албански неправителствени организации и парламент обсъждат взаимното си сътрудничество, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 99, Identifier: bg_CURLICAT_bg-bnc-2002102911280, PublicationDate: 2002-10-29, NumberTokens: 110, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|SCIENCE|SOCIAL QUESTIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Европейските радикали се срещат с хърватския парламентарен комитет, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 39, Identifier: bg_CURLICAT_bg-bnc-2002102918568, PublicationDate: 2002-10-29, NumberTokens: 43, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS|GEOGRAPHY, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Членовете на президентството на БиХ положиха клетва, NumberSentences: 2, URL: http//setimes.com/})"
"(:Document {NumberWords: 101, Identifier: bg_CURLICAT_bg-bnc-2002102927910, PublicationDate: 2002-10-29, NumberTokens: 121, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България страда от корупцията сред политиците, заяви министърът на правосъдието, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 99, Identifier: bg_CURLICAT_bg-bnc-2002102930455, PublicationDate: 2002-10-29, NumberTokens: 117, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|GEOGRAPHY|INTERNATIONAL ORGANISATIONS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Сръбска опозиционна партия иска референдум за независимост, NumberSentences: 8, URL: http//setimes.com/})"
"(:Document {NumberWords: 478, Identifier: bg_CURLICAT_bg-bnc-2002103004310, PublicationDate: 2002-10-30, NumberTokens: 541, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|BUSINESS AND COMPETITION, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България търси по-висока цена за монополиста в телекомуникациите, NumberSentences: 18, URL: http//setimes.com/})"
"(:Document {NumberWords: 345, Identifier: bg_CURLICAT_bg-bnc-2002103006273, PublicationDate: 2002-10-30, NumberTokens: 391, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|FINANCE|SOCIAL QUESTIONS, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Културен обзор, NumberSentences: 21, URL: http//setimes.com/})"
"(:Document {NumberWords: 76, Identifier: bg_CURLICAT_bg-bnc-2002103008054, PublicationDate: 2002-10-30, NumberTokens: 87, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|SCIENCE|INTERNATIONAL ORGANISATIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Хърватска опозиционна партия настоява за референдум по случая с Бобетко, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 64, Identifier: bg_CURLICAT_bg-bnc-2002103008861, PublicationDate: 2002-10-30, NumberTokens: 75, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|INTERNATIONAL RELATIONS, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Югославия и БиХ подписват споразумение за двойното гражданство, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 71, Identifier: bg_CURLICAT_bg-bnc-2002103009196, PublicationDate: 2002-10-30, NumberTokens: 84, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|FINANCE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: МОНК няма да назначава сръбски представители в районите със слабо участие в изборите, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 85, Identifier: bg_CURLICAT_bg-bnc-2002103011331, PublicationDate: 2002-10-30, NumberTokens: 98, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: SCIENCE|GEOGRAPHY|EUROPEAN UNION, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Сръбски агент твърди, че Милошевич е контролирал хърватските сърби през войната, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 117, Identifier: bg_CURLICAT_bg-bnc-2002103016347, PublicationDate: 2002-10-30, NumberTokens: 142, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Изследване сочи, че обедненият уран не е оказал влияние на шведските войници, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 112, Identifier: bg_CURLICAT_bg-bnc-2002103019100, PublicationDate: 2002-10-30, NumberTokens: 128, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: INTERNATIONAL RELATIONS|GEOGRAPHY|TRADE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: БиХ преустановява износа на оръжие, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 65, Identifier: bg_CURLICAT_bg-bnc-2002103024520, PublicationDate: 2002-10-30, NumberTokens: 75, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България и Румъния искат ЕС да се ангажира твърдо с тяхното присъединяване, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 435, Identifier: bg_CURLICAT_bg-bnc-2002103026151, PublicationDate: 2002-10-30, NumberTokens: 511, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Вашингтон заяви, че Югославски компании помагат на Ирак да разработва крилати ракети, NumberSentences: 20, URL: http//setimes.com/})"
"(:Document {NumberWords: 45, Identifier: bg_CURLICAT_bg-bnc-2002103100761, PublicationDate: 2002-10-31, NumberTokens: 48, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: СВП подкрепя идеята Мостар да стане столица на Федерация Босна и Херцеговина, NumberSentences: 2, URL: http//setimes.com/})"
"(:Document {NumberWords: 40, Identifier: bg_CURLICAT_bg-bnc-2002103103280, PublicationDate: 2002-10-31, NumberTokens: 43, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|GEOGRAPHY|LAW, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: МОНК и сръбското правителство не постигат споразумение за децентрализацията на Косово, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 73, Identifier: bg_CURLICAT_bg-bnc-2002103114459, PublicationDate: 2002-10-31, NumberTokens: 83, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Бивш крал лобира за интеграцията на Румъния в Нато и ЕС, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 71, Identifier: bg_CURLICAT_bg-bnc-2002103115093, PublicationDate: 2002-10-31, NumberTokens: 86, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албания и област Пулия подписват споразумение за сътрудничество, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 89, Identifier: bg_CURLICAT_bg-bnc-2002103124302, PublicationDate: 2002-10-31, NumberTokens: 104, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Министрите на външните работи на Югославия и Обединеното кралство обсъждат взаимодействието с Хагския трибунал, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 452, Identifier: bg_CURLICAT_bg-bnc-2002103126853, PublicationDate: 2002-10-31, NumberTokens: 512, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION, NumberParagraphs: 9, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македонският президент обявява нова охранителна мисия, NumberSentences: 20, URL: http//setimes.com/})"
"(:Document {NumberWords: 71, Identifier: bg_CURLICAT_bg-bnc-2002103129298, PublicationDate: 2002-10-31, NumberTokens: 85, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Парламентът избира ново македонско правителство, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 111, Identifier: bg_CURLICAT_bg-bnc-2002103131384, PublicationDate: 2002-10-31, NumberTokens: 127, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|POLITICS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Сърбия разкрива заговор срещу Джинджич и Шешел, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 93, Identifier: bg_CURLICAT_bg-bnc-2002103133337, PublicationDate: 2002-10-31, NumberTokens: 112, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Жертви на мините в Албания получават помощ, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 73, Identifier: bg_CURLICAT_bg-bnc-2002110100350, PublicationDate: 2002-11-01, NumberTokens: 87, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|GEOGRAPHY|TRADE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България завърши унищожаването на ракетите СС-23, Скъд и Фрог, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 87, Identifier: bg_CURLICAT_bg-bnc-2002110105078, PublicationDate: 2002-11-01, NumberTokens: 100, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Румъния одобри План за действие по приемането в ЕС и НАТО, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 106, Identifier: bg_CURLICAT_bg-bnc-2002110117560, PublicationDate: 2002-11-01, NumberTokens: 121, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|POLITICS|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: БиХ загрижена и за други нарушения на ембаргото на ООН, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 384, Identifier: bg_CURLICAT_bg-bnc-2002110124530, PublicationDate: 2002-11-01, NumberTokens: 452, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 7, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македонският парламент одобрява новото правителство, NumberSentences: 19, URL: http//setimes.com/})"
"(:Document {NumberWords: 452, Identifier: bg_CURLICAT_bg-bnc-2002110131470, PublicationDate: 2002-11-01, NumberTokens: 501, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE|GEOGRAPHY|BUSINESS AND COMPETITION, NumberParagraphs: 16, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Икономически обзор, NumberSentences: 28, URL: http//setimes.com/})"
"(:Document {NumberWords: 106, Identifier: bg_CURLICAT_bg-bnc-2002110133471, PublicationDate: 2002-11-01, NumberTokens: 124, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Гърция очаква по-нисък растеж и бюджетен дефицит през 2003 г., NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 190, Identifier: bg_CURLICAT_bg-bnc-2002110134899, PublicationDate: 2002-11-01, NumberTokens: 219, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Вашингтон изложи възраженията си срещу забраната на водещата ислямска партия в Турция, NumberSentences: 10, URL: http//setimes.com/})"
"(:Document {NumberWords: 151, Identifier: bg_CURLICAT_bg-bnc-2002110304130, PublicationDate: 2002-11-03, NumberTokens: 175, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турците вероятно ще гласуват за нови лидери в неделя, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 146, Identifier: bg_CURLICAT_bg-bnc-2002110306662, PublicationDate: 2002-11-03, NumberTokens: 166, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|LAW, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Сърбия и Черна гора пред завършване на новата конституция, ще се срещнат в неделя, NumberSentences: 8, URL: http//setimes.com/})"
"(:Document {NumberWords: 87, Identifier: bg_CURLICAT_bg-bnc-2002110308309, PublicationDate: 2002-11-03, NumberTokens: 101, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албанци обсъждат по-активно включване в европейската интеграция, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 96, Identifier: bg_CURLICAT_bg-bnc-2002110317182, PublicationDate: 2002-11-03, NumberTokens: 109, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: НАТО ще удължи мисията си в Македония, казват източници, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 72, Identifier: bg_CURLICAT_bg-bnc-2002110329590, PublicationDate: 2002-11-03, NumberTokens: 87, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: N/A, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 213, Identifier: bg_CURLICAT_bg-bnc-2002110331621, PublicationDate: 2002-11-03, NumberTokens: 242, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 5, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Вашингтон поздравява новото македонско правителство, NumberSentences: 10, URL: http//setimes.com/})"
"(:Document {NumberWords: 110, Identifier: bg_CURLICAT_bg-bnc-2002110332342, PublicationDate: 2002-11-03, NumberTokens: 126, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|POLITICS|TRADE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Югославски министър потвърждава незаконна доставка на оръжия за Либерия, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 464, Identifier: bg_CURLICAT_bg-bnc-2002110401394, PublicationDate: 2002-11-04, NumberTokens: 534, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE, NumberParagraphs: 12, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ашдаун подготвя покана за новото правителство на Босна и Херцеговина, NumberSentences: 20, URL: http//setimes.com/})"
"(:Document {NumberWords: 106, Identifier: bg_CURLICAT_bg-bnc-2002110403756, PublicationDate: 2002-11-04, NumberTokens: 125, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албанци и румънци арестувани по обвинение в заговор за отвличане на бивша певица от Спайс гърлс, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 91, Identifier: bg_CURLICAT_bg-bnc-2002110413258, PublicationDate: 2002-11-04, NumberTokens: 109, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Партията на Кощуница и сръбската управляваща коалиция не успяват да постигнат компромис, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 131, Identifier: bg_CURLICAT_bg-bnc-2002110416017, PublicationDate: 2002-11-04, NumberTokens: 151, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|SOCIAL QUESTIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: ДСК и ДПК печелят местните избори в Косово, NumberSentences: 8, URL: http//setimes.com/})"
